swift_code,bic8,bank_name,address,town_name,country_iso2,country_name,is_headquarter
FPIJBGS1XXX,FPIJBGS1,FOCAL POINT INVESTMENTS JSC,"CHERNI VRUH BLVD  SOFIA, SOFIA, 1407",SOFIA,BG,BULGARIA,1
INMKBGS1XXX,INMKBGS1,IP INTERCAPITAL MARKETS AD,"DOBRUDJA 6  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
KAOLBGS1XXX,KAOLBGS1,KAROLL,"ZLATOVRAH 1  SOFIA, SOFIA, 1164",SOFIA,BG,BULGARIA,1
MAJSBG21XXX,MAJSBG21,UG MARKET JSC,"VASIL APRILOV STR 92  PLOVDIV, PLOVDIV, 4000",PLOVDIV,BG,BULGARIA,1
MCBBCLR1XXX,MCBBCLR1,MONEDA CORREDORES DE BOLSA DE BOLSA LIMITADA,,SANTIAGO,CL,CHILE,1
NODABGS1XXX,NODABGS1,DE NOVO EAD,"HRISTO BELCHEV 28  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
REIABG21XXX,REIABG21,REAL FINANCE JSC,"ST. CONSTANTINE AND HELENA ADMINISTRATIVE BUILDING VARNA, VARNA, 9000",VARNA,BG,BULGARIA,1
SOFKBG21XXX,SOFKBG21,SOMONI FINANCIAL BROKERAGE LTD.,"TZAR SIMEON VELKI BLVD 112  STARA ZAGORA, STARA ZAGORA, 6000",STARA ZAGORA,BG,BULGARIA,1
SOIUBGS1XXX,SOIUBGS1,SOFIA INTERNATIONAL SECURITIES AD,"NIKOLAY HAYTOV 3A ESTE BUILDING SOFIA, SOFIA, 1113",SOFIA,BG,BULGARIA,1
TBIBBGSFXXX,TBIBBGSF,TBI BANK EAD,"DIMITAR HADJIKOCEV STR 52-54  SOFIA, SOFIA, 1421",SOFIA,BG,BULGARIA,1
WARTPLPWXXX,WARTPLPW,TOWARZYSTWO UBEZPIECZEN I REASEKURACJI WARTA SPOLKA AKCYJNA,"RONDO I. DASZYNSKIEGO 1  WARSZAWA, MAZOWIECKIE, 00-843",WARSZAWA,PL,POLAND,1
AVCABGS1XXX,AVCABGS1,TRADING 212,"LACHEZAR STANCHEV STR 3 LITEX TOWER, FLOOR 10 SOFIA, SOFIA, 1756",SOFIA,BG,BULGARIA,1
BICYBGS1XXX,BICYBGS1,LENNO GLOBAL ADVISORY JSC,"OBORISHTE STR 9  SOFIA, SOFIA, 1504",SOFIA,BG,BULGARIA,1
BUTKBGS1XXX,BUTKBGS1,UP TREND,"ZLATEN ROG STREET 12  SOFIA, SOFIA, 1407",SOFIA,BG,BULGARIA,1
CAIJBGS1XXX,CAIJBGS1,CAPITAL INVEST JSC,"STEFAN KARADJA 2  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
EEERBGS1XXX,EEERBGS1,FH EVER INC.,"LACHEZAR STANCHEV STR 3 LITEX TOWER, FLOOR 13 SOFIA, SOFIA, 1756",SOFIA,BG,BULGARIA,1
NEVACLR1XXX,NEVACLR1,NEVASA S.A CORREDORES DE BOLSA,"ROSARIO NORTE 555, FLOOR 15 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CL,CHILE,1
TBIEBGS1XXX,TBIEBGS1,TBI INVEST EAD,"TINTYAVA STR 13B IZTOK RESIDENTIAL COMPLEX, ENT A, FLOOR 2 SOFIA, SOFIA, 1113",SOFIA,BG,BULGARIA,1
EKIRPLPDXXX,EKIRPLPD,KRAJOWA IZBA ROZLICZENIOWA S.A. (KIR S.A.),"RTM. W. PILECKIEGO 65  WARSZAWA, MAZOWIECKIE, 02-781",WARSZAWA,PL,POLAND,1
MBBPPLPWXXX,MBBPPLPW,MERCEDES-BENZ BANK POLSKA S.A.,"GOTTLIEBA DAIMLERA 1  WARSZAWA, MAZOWIECKIE, 02-460",WARSZAWA,PL,POLAND,1
STVVBGS1XXX,STVVBGS1,STANDARD INVESTMENT,"KOZYAK STREET 2 BLOCK 29, ENTRANCE B, OFFICE 4 SOFIA, SOFIA, 1408",SOFIA,BG,BULGARIA,1
VOWAPLP9XXX,VOWAPLP9,VOLKSWAGEN BANK GMBH SP.Z O.O. ODDZIAL W POLSCE,"RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124",WARSZAWA,PL,POLAND,1
AVFIBGS1XXX,AVFIBGS1,AVC FINANCE PLC,"BUL. TODOR ALEKSANDROV 141 FLOOR 9 SOFIA, SOFIA, 1309",SOFIA,BG,BULGARIA,1
EFTGMTM1XXX,EFTGMTM1,EFT GLOBAL LIMITED,"PALAZZO PIETRO STIGES 103 STRAIT STREET VALLETTA, VALLETTA, VLT 1436",VALLETTA,MT,MALTA,1
LKJFLV21XXX,LKJFLV21,LTFJA KKS JURNIEKU FORUMS,"KATRINAS DAMBIS 22A  RIGA, RIGA, LV-1045",RIGA,LV,LATVIA,1
FIRYBGS1XXX,FIRYBGS1,FH FINA-S AD,"TSAR BORIS THE THIRD BULVD 159  SOFIA, SOFIA, 1618",SOFIA,BG,BULGARIA,1
BPABCLRMXXX,BPABCLRM,BANCO BTG PACTUAL CHILE,"AVENIDA COSTANERA SUR 2730, P.19 PARQUE TITANIUM, TORRE B, LAS SANTIAGO, PROVINCIA DE SANTIAGO",SANTIAGO,CL,CHILE,1
TROMPLP1XXX,TROMPLP1,TRIGON DOM MAKLERSKI S.A.,"MOGILSKA 65  KRAKOW, MALOPOLSKIE, 31-545",KRAKOW,PL,POLAND,1
CITCMTMTXXX,CITCMTMT,CITCO CUSTODY LIMITED,"LEVEL 2 WEST, MERCURY TOWER ELIA ZAMMIT STREET - ST. JULIAN'S, ST JULIAN'S, STJ 3155",ST. JULIAN'S,MT,MALTA,1
TCBOCLR1XXX,TCBOCLR1,TANNER CORREDORES DE BOLSA,"EL GOLF 40, FLOOR 9 LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO 8320000",SANTIAGO,CL,CHILE,1
LPITCLR1XXX,LPITCLR1,LATCAM PAGOS INTERNACIONALES S.A.,,SANTIAGO,CL,CHILE,1
AAMJBGS1XXX,AAMJBGS1,ACTIVA ASSET MANAGEMENT JSC,"CHRISTOPHER COLUMBUS BLVD 43 FLOOR 5 SOFIA, SOFIA, 1592",SOFIA,BG,BULGARIA,1
AMNMBGS1XXX,AMNMBGS1,EF ASSET MANAGEMENT,"HRISTOFOR KOLUMB  SOFIA, SOFIA, 1592",SOFIA,BG,BULGARIA,1
BCBDCLR1XXX,BCBDCLR1,BBVA CORREDORES DE BOLSA LIMITADA,"PEDRO DE VALDIVIA 100, FLOOR 7 PROVIDENCIA - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CL,CHILE,1
BPBIBGSFISD,BPBIBGSF,EUROBANK BULGARIA AD,"  SOFIA, SOFIA",SOFIA,BG,BULGARIA,
KACABGS1XXX,KACABGS1,KAROLL CAPITAL MANAGEMENT,"HRISTO BOTEV BLVD 57  SOFIA, SOFIA, 1303",SOFIA,BG,BULGARIA,1
POZNPLP1XXX,POZNPLP1,VOLKSWAGEN POZNAN SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,"UL. WARSZAWSKA 349  POZNAN, WIELKOPOLSKIE, 61-057",POZNAN,PL,POLAND,1
SKSMBGS1XXX,SKSMBGS1,SKY ASSET MANAGEMENT,"EKZARH YOSIF STR 31  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
STANALT1ELX,STANALT1,BANK OF ALBANIA,"  ELBASAN, ELBASAN, 3001",ELBASAN,AL,ALBANIA,
STANALT1GJX,STANALT1,BANK OF ALBANIA,"  GJIROKASTER, GJIROKASTER, 6001",GJIROKASTER,AL,ALBANIA,
STANALT1KOX,STANALT1,BANK OF ALBANIA,"  KORCE, KORCE, 7000",KORCE,AL,ALBANIA,
STANALT1LUX,STANALT1,BANK OF ALBANIA,"  LUSHNJE, FIER, 9001",LUSHNJE,AL,ALBANIA,
STANALT1SHX,STANALT1,BANK OF ALBANIA,"  SHKODER, SHKODER, 4001",SHKODER,AL,ALBANIA,
STANALT1SPX,STANALT1,BANK OF ALBANIA,"  TIRANA, TIRANA, 1001",TIRANA,AL,ALBANIA,
TASGBGS1XXX,TASGBGS1,TBI ASSET MANAGEMENT EAD,"TINTYAVA STR 13B IZTOK RESIDENTIAL COMPLEX, ENT A, FLOOR 2 SOFIA, SOFIA, 1113",SOFIA,BG,BULGARIA,1
UGMJBG21XXX,UGMJBG21,UG MARKET FUND MANAGEMENT JSC,"VASIL APRILOV STR 92  PLOVDIV, PLOVDIV, 4000",PLOVDIV,BG,BULGARIA,1
ZAFIBG21XXX,ZAFIBG21,ZAGORA FINACORP AD,"DOBRUDJA STR. 10 ENTR. B, OFFICE 27 HASKOVO, HASKOVO, 6300",HASKOVO,BG,BULGARIA,1
BATSALT1XXX,BATSALT1,BRITISH AMERICAN TOBACCO - ALBANIA SH.P.K.,"ISH KOMBINATI USHQIMOR KAVAJA STREET TIRANA, TIRANA, 1001",TIRANA,AL,ALBANIA,1
CITIPLPXCCH,CITIPLPX,BANK HANDLOWY W WARSZAWIE SA,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,PL,POLAND,
CNAEBGS1XXX,CNAEBGS1,CONCORD ASSET MANAGEMENT,"TODOR ALEXANDROV BLVD 141  SOFIA, SOFIA, 1309",SOFIA,BG,BULGARIA,1
COIJBGS1XXX,COIJBGS1,COMPASS INVEST JSC,"GEORGE WASHINGTON 19  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
CPSMBGS1XXX,CPSMBGS1,CAPMAN ASSET MANAGEMENT JSC,"TRI USHI STR 8  SOFIA, SOFIA, 1301",SOFIA,BG,BULGARIA,1
CSMEBGS1XXX,CSMEBGS1,CCB ASSETS MANAGEMENT EAD,"STEFAN KARADZHA 2  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
EAMGBGS1XXX,EAMGBGS1,EXPAT ASSET MANAGEMENT,"G.S. RAKOVSKI STR 96A  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
EUOBCLR1XXX,EUOBCLR1,EUROAMERICA CORREDORES DE BOLSA S.A,"APOQUINDO 3885 LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO 7550177",SANTIAGO,CL,CHILE,1
FFAMBGS1XXX,FFAMBGS1,FFBH ASSET MANAGEMENT,"ENOS STREET 2 FLOOR 4 SOFIA, SOFIA, 1408",SOFIA,BG,BULGARIA,1
INCJBGS1XXX,INCJBGS1,INVEST CAPITAL JSC,"STEFAN KARADJA STREET 2  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
LACBLV2XCCB,LACBLV2X,BANK OF LATVIA,"K. VALDEMARA STREET 2A  RIGA, RIGA, LV-1050",RIGA,LV,LATVIA,
MCDABGS1XXX,MCDABGS1,MANAGEMENT COMPANY DSK ASSET MANAGEMENT AD,"TZAR KALOYAN  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
RFAABG21XXX,RFAABG21,REAL FINANCE ASSET MANAGEMENT,"ALEXANDER S. PUSHKIN 24  VARNA, VARNA, 9002",VARNA,BG,BULGARIA,1
SATGBGS1XXX,SATGBGS1,STRATEGY ASSET MANAGEMENT JSC,"ST. TODOR ALEXANDROV 141  SOFIA, SOFIA, 1309",SOFIA,BG,BULGARIA,1
SATTBGS1XXX,SATTBGS1,SELECT ASSET MANAGMENT,"BULGARIA BLVD 58  SOFIA, SOFIA, 1680",SOFIA,BG,BULGARIA,1
TESMBGS1XXX,TESMBGS1,TEXIM ASSET MANAGEMENT,"TODOR ALEXANDROV BLVD 141  SOFIA, SOFIA, 1309",SOFIA,BG,BULGARIA,1
UBATBGS1XXX,UBATBGS1,UBB ASSET MANAGEMENT,"SVETA SOFIA STR 5  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
ZLLCBGS1XXX,ZLLCBGS1,GOLDEN LION CAPITAL,"POSTOYANSTVO  SOFIA, SOFIA, 1111",SOFIA,BG,BULGARIA,1
ELFGBGS1XXX,ELFGBGS1,ELANA FUND MANAGEMENT,"LACHEZAR STANCHEV STR 5 SOPHARMA BUSINESS TOWERS SOFIA, SOFIA, 1756",SOFIA,BG,BULGARIA,1
MUAABGS1XXX,MUAABGS1,MUNICIPAL BANK ASSET MANAGEMENT,"VRABCHA 10  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
AGRKMTMTXXX,AGRKMTMT,LIDION BANK PLC,"  LUQA, LUQA, LQA 4000",LUQA,MT,MALTA,1
ABIGBGS1XXX,ABIGBGS1,AUSTRIAN BULGARIAN INVESTMENT GROUP AD,"DAMYAN GRUEV 46  SOFIA, SOFIA, 1606",SOFIA,BG,BULGARIA,1
AFSMMTM1XXX,AFSMMTM1,AMICORP FUND SERVICES MALTA LIMITED,"FLOOR 1, BLUE HARBOUR BUSINESS CENTRE YACHT MARINA TA'XBIEX, TA'XBIEX, XBX 1027",TA'XBIEX,MT,MALTA,1
VAFEBG21XXX,VAFEBG21,VARCHEV FINANCE EOOD,"VLADISLAV VARNENCHIK BLVD 186 FLOOR 3, OFFICE 4.035 VARNA, VARNA, 9000",VARNA,BG,BULGARIA,1
VMCEBG21XXX,VMCEBG21,VARCHEV MANAGING COMPANY EAD,"VLADISLAV VARNENCHIK BLVD 186 FLOOR 3, OFFICE 4.035 VARNA, VARNA, 9009",VARNA,BG,BULGARIA,1
CPSCMTM1XXX,CPSCMTM1,A3E CAPITAL SICAV P.L.C.,"FLOOR 1, ORANGE POINT DUN KARM STREET BIRKIRKARA, BIRKIRKARA, BKR 9037",BIRKIRKARA,MT,MALTA,1
MALTMTMTGCP,MALTMTMT,CENTRAL BANK OF MALTA,"  VALLETTA, VALLETTA",VALLETTA,MT,MALTA,
SKOKPLPWXXX,SKOKPLPW,KRAJOWA SPOLDZIELCZA KASA OSZCZEDNOSCIOWO-KREDYTOWA,"WLADYSLAWA IV 22  SOPOT, POMORSKIE, 81-743",SOPOT,PL,POLAND,1
DOIIPLP1XXX,DOIIPLP1,VESTOR DOM MAKLERSKI S.A.,"ZEBRA TOWER MOKOTOWSKA 1 WARSZAWA, MAZOWIECKIE, 00-640",WARSZAWA,PL,POLAND,1
ICDGCLR1XXX,ICDGCLR1,ITAU CHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,,SANTIAGO,CL,CHILE,1
UBPGMCMXXXX,UBPGMCMX,"UNION BANCAIRE PRIVEE, UBP SA","LA BELLE EPOQUE 17 AVENUE D'OSTENDE MONACO, MONACO, 98000",MONACO,MC,MONACO,1
ACFCMTM1XXX,ACFCMTM1,AMAGIS CAPITAL FUNDS SICAV PLC,"184 ST. LUCIA STREET  VALLETTA, VALLETTA, VLT 1189",VALLETTA,MT,MALTA,1
ALFPLV21XXX,ALFPLV21,ALFAPAY,"KR. VALDEMARA IELA  RIGA, RIGA, LV-1013",RIGA,LV,LATVIA,1
CDERCLRMXXX,CDERCLRM,COMDER CONTRAPARTE CENTRAL S.A.,"CERRO COLORADO 5240, FLOOR 18 EDIFICIO TORRES DEL PARQUE 1 SANTIAGO, PROVINCIA DE SANTIAGO",SANTIAGO,CL,CHILE,1
MIPYMTM1ALL,MIPYMTM1,MISTRAL PAY LTD,"  VALLETTA, VALLETTA",VALLETTA,MT,MALTA,
MIPYMTM1XXX,MIPYMTM1,MISTRAL PAY LTD,"EUROPA CENTRE 51 ST. ANNE STREET FLORIANA, IL-FURJANA, FRN 9011",FLORIANA,MT,MALTA,1
LATSLV21XXX,LATSLV21,"E LATS, SIA","BAUSKAS STR. 20  RIGA, RIGA, LV-1004",RIGA,LV,LATVIA,1
BERLMCMCBDF,BERLMCMC,EDMOND DE ROTHSCHILD-MONACO,"  MONACO, MONACO, 98000",MONACO,MC,MONACO,
AAAJBG21XXX,AAAJBG21,ARCUS ASSET MANAGEMENT JSC,"6TH OF SEPTEMBER BLVD 152 BUSINESS CENTER LEGIS PLOVDIV, PLOVDIV, 4000",PLOVDIV,BG,BULGARIA,1
CEPAMCM1XXX,CEPAMCM1,CAISSE D'EPARGNE ET DE PREVOYANCE COTE D'AZUR - AGENCE DE MONACO,"17 BOULEVARD ALBERT PREMIER  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
RZBMMTM1XXX,RZBMMTM1,RAIFFEISEN MALTA BANK PLC,"IL-PIAZZETTA 52 TOWER ROAD SLIEMA, SLIEMA, SLM 1607",SLIEMA,MT,MALTA,1
KRSPPLP2XXX,KRSPPLP2,KRAKOWSKI BANK SPOLDZIELCZY,"RYNEK KLEPARSKI 8  KRAKOW, MALOPOLSKIE, 31-150",KRAKOW,PL,POLAND,1
BREXPLPWOMB,BREXPLPW,MBANK S.A. (FORMERLY BRE BANK S.A.),"PILSUDSKIEGO STR 3  LODZ, LODZKIE, 90-368",LODZ,PL,POLAND,
WOSILV21XXX,WOSILV21,"WOT, SIA","MASKAVAS STR. 240-3  RIGA, RIGA, LV-1063",RIGA,LV,LATVIA,1
EUOTPLP1XXX,EUOTPLP1,EURORATING SP. Z O.O.,"CYNAMONOWA 19  WARSZAWA, MAZOWIECKIE, 02-777",WARSZAWA,PL,POLAND,1
ITAUCLRMSSO,ITAUCLRM,BANCO ITAU CHILE,,SANTIAGO,CL,CHILE,
PMMCMCMCXXX,PMMCMCMC,PACIFIC MANAGEMENT SAM,"7 RUE DU GABIAN  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
TGAFMTM1XXX,TGAFMTM1,TGA FUNDS SICAV PLC,"FLOOR 3 BREWERY STREET BIRKIRKARA, BIRKIRKARA, BKR 3000",BIRKIRKARA,MT,MALTA,1
ECMBMTMTXXX,ECMBMTMT,ECCM BANK PLC,"THE ADELAIDE 230-231 TOWER ROAD SLIEMA, SLIEMA, SLM 1601",SLIEMA,MT,MALTA,1
CDERCLRGXXX,CDERCLRG,COMDER CONTRAPARTE CENTRAL S.A.,"CERRO COLORADO 5240, FLOOR 18 TORRES DEL PARQUE I - SANTIAGO PROVINCIA DE SANTIAGO, 7560591",SANTIAGO,CL,CHILE,1
CRXBMTMTXXX,CRXBMTMT,CREDORAX BANK LIMITED,"PALAZZO HOMEDES 80 STRAIT STREET VALLETTA, VALLETTA, VLT 1436",VALLETTA,MT,MALTA,1
PYMXMTMTXXX,PYMXMTMT,FINANCE INCORPORATED LIMITED,"FLOOR 2, CAPITAL BUSINESS CENTRE BLOCK A TRIQ TAZ- ZWEJT SAN GWANN, SAN GWANN, SGN 3000",SAN GWANN,MT,MALTA,1
VAFRMTM1XXX,VAFRMTM1,BOV FUND SERVICES LIMITED,"FLOOR 3 TRIQ IL-BIRRERIJA MRIEHEL, BIRKIRKARA , BKR 3000",MRIEHEL,MT,MALTA,1
WBKPPLP1CCP,WBKPPLP1,SANTANDER BANK POLSKA S.A. (FORMERLY BANK ZACHODNI WBK S.A.),"  WROCLAW, DOLNOSLASKIE",WROCLAW,PL,POLAND,
AXERMTM1XXX,AXERMTM1,AXERIA RE LIMITED,"108 TRIQ IT TIBEN  SWIEQI, SWIEQI, SWQ 3032",SWIEQI,MT,MALTA,1
BIGKLV21XXX,BIGKLV21,BIGBANK AS LATVIJAS FILIALE,"GUSTAVA ZEMGALA GATVE 78-1  RIGA, RIGA, LV-1039",RIGA,LV,LATVIA,1
BPKHPLPGXXX,BPKHPLPG,PKO BANK HIPOTECZNY SA,"PULAWSKA 15  WARSZAWA, MAZOWIECKIE, 02-515",WARSZAWA,PL,POLAND,1
IVFMBGS1XXX,IVFMBGS1,INVEST FUND MANAGEMENT,"DOBRUDJA 6  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
FEMAMTMTXXX,FEMAMTMT,MULTITUDE BANK P.L.C.,"FLOOR 9, ST BUSINESS CENTRE 120 THE STRAND GZIRA, GZIRA, GZR 1027",GZIRA,MT,MALTA,1
KCCPPLPWASI,KCCPPLPW,KDPW CCP,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,PL,POLAND,
EISIMTM1XXX,EISIMTM1,EIGER SICAV PLC,"FLOOR 3, VALLETTA BUILDING 1 SOUTH STREET VALLETTA, VALLETTA, VLT 1103",VALLETTA,MT,MALTA,1
APMEMTM1XXX,APMEMTM1,APRIL MEDITERRANEAN LIMITED,"FLOOR 2, PROGETTA HOUSE TOWER ROAD SWATAR BIRKIRKARA, BIRKIRKARA, BKR 4012",BIRKIRKARA,MT,MALTA,1
CINKPLPZXXX,CINKPLPZ,CINKCIARZ.PL SP. Z O.O.,"WROCLAWSKA 17B  ZIELONA GORA, WIELKOPOLSKIE, 65-427",ZIELONA GORA,PL,POLAND,1
RTLDMCMCXXX,RTLDMCMC,ROTHELAND S.A.M.,"4-6 RUELLE SAINTE DEVOTE  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
AAVLCLR9XXX,AAVLCLR9,AFEX AGENTES DE VALORES LIMITADA,,SANTIAGO,CL,CHILE,1
DIETMCMCXXX,DIETMCMC,DIETSMANN MONTE CARLO SAM,"GILDO PASTOR CENTER 7, 9 RUE DU GABIAN MONACO, MONACO, 98000",MONACO,MC,MONACO,1
SIAILV21XXX,SIAILV21,"STEITS, SIA","MASKAVAS STR. 240  RIGA, RIGA, LV-1063",RIGA,LV,LATVIA,1
RAMUBGS1XXX,RAMUBGS1,RAIFFEISEN ASSET MANAGEMENT (BULGARIA) EAD,"VAPTZAROV BLVD, PHASE2 NIKOLA I 55 BUSINESS CENTER EXPO 2000 SOFIA, SOFIA, 1407",SOFIA,BG,BULGARIA,1
